product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
89,Мацони,8601.0,260,Молочные продукты,"Отличается высоким содержанием олигосахаридов, полезных для здоровья кишечника и иммунной системы.",2008-09-04,2021-02-01,4.12,Backorder
90,Куриные бедра,4091.0,411,Мясо,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,2020-05-04,2030-09-14,0.14,Sold
90,Куриные бедра,4091.0,411,Мясо,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,2020-05-04,2030-09-14,0.14,Sold
91,Чечевица,2715.0,961,Овощи,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",2016-02-10,2026-02-03,3.27,Refunded
91,Чечевица,2715.0,961,Овощи,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",2016-02-10,2026-02-03,3.27,Refunded
92,Легкое,3681.0,364,Мясо,Служит основой для создания множества кулинарных шедевров.,2018-02-09,2025-04-03,0.14,Shipping
92,Легкое,3681.0,364,Мясо,Служит основой для создания множества кулинарных шедевров.,2018-02-09,2025-04-03,0.14,Shipping
93,Сервелат,2747.0,397,Мясо,Помогает поддерживать здоровье глаз и зрение благодаря содержанию витамина A.,2001-03-09,2003-10-10,4.54,Cancelled
93,Сервелат,2747.0,397,Мясо,Помогает поддерживать здоровье глаз и зрение благодаря содержанию витамина A.,2001-03-09,2003-10-10,4.54,Cancelled
94,Паприка острая молотая,4457.0,118,Бакалея,Помогает поддерживать нормальный уровень мочевой кислоты в организме.,2008-05-01,2016-01-15,3.02,Out of Stock
94,Паприка острая молотая,4457.0,118,Бакалея,Помогает поддерживать нормальный уровень мочевой кислоты в организме.,2008-05-01,2016-01-15,3.02,Out of Stock
95,Клубника,8369.0,718,Фрукты,"Является источником важных нутриентов, необходимых для роста и развития детей.",1990-05-17,2006-04-06,0.88,Awaiting Review
95,Клубника,8369.0,718,Фрукты,"Является источником важных нутриентов, необходимых для роста и развития детей.",1990-05-17,2006-04-06,0.88,Awaiting Review
96,Папайя,5454.0,294,Фрукты,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",1994-06-15,1996-02-01,3.02,On Backorder
96,Папайя,5454.0,294,Фрукты,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",1994-06-15,1996-02-01,3.02,On Backorder
97,Пакет для заморозки,2435.0,830,Товары для дома,Может использоваться в вегетарианской диете как источник белка.,1994-06-02,2009-02-01,1.94,Awaiting Payment
97,Пакет для заморозки,2435.0,830,Товары для дома,Может использоваться в вегетарианской диете как источник белка.,1994-06-02,2009-02-01,1.94,Awaiting Payment
98,Фольга алюминиевая,125.0,564,Товары для дома,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2012-08-09,2018-05-21,1.09,Awaiting Review
98,Фольга алюминиевая,125.0,564,Товары для дома,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2012-08-09,2018-05-21,1.09,Awaiting Review
99,Биточки,9459.0,993,Мясо,Представляет собой ценный источник питательных веществ для растущего организма.,2010-05-04,2027-02-04,3.05,Delivered
99,Биточки,9459.0,993,Мясо,Представляет собой ценный источник питательных веществ для растущего организма.,2010-05-04,2027-02-04,3.05,Delivered
100,Ямс,6597.0,258,Овощи,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2012-04-08,2030-04-20,3.67,Awaiting Payment
100,Ямс,6597.0,258,Овощи,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2012-04-08,2030-04-20,3.67,Awaiting Payment
101,Тимьян сушеный,1242.0,378,Бакалея,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",2003-02-03,2007-04-07,1.85,New
101,Тимьян сушеный,1242.0,378,Бакалея,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",2003-02-03,2007-04-07,1.85,New
102,Айран,9335.0,784,Молочные продукты,Отвечает всем современным стандартам качества и безопасности.,1992-03-03,1997-05-13,3.64,Available for Pickup
102,Айран,9335.0,784,Молочные продукты,Отвечает всем современным стандартам качества и безопасности.,1992-03-03,1997-05-13,3.64,Available for Pickup
103,Эмменталь,1312.0,998,Молочные продукты,"Отличается высоким содержанием пребиотиков, способствующих здоровью кишечника.",2020-06-16,2027-10-12,0.93,Sold
103,Эмменталь,1312.0,998,Молочные продукты,"Отличается высоким содержанием пребиотиков, способствующих здоровью кишечника.",2020-06-16,2027-10-12,0.93,Sold
104,Портулак,6614.0,766,Овощи,"Отличается высоким содержанием биотина, необходимого для здоровья волос, кожи и ногтей.",2005-06-01,2009-02-20,1.84,Shipping
104,Портулак,6614.0,766,Овощи,"Отличается высоким содержанием биотина, необходимого для здоровья волос, кожи и ногтей.",2005-06-01,2009-02-20,1.84,Shipping
105,Мука ржаная,4520.0,505,Бакалея,Идеально подходит для употребления в чистом виде или в составе различных блюд и напитков.,2006-02-07,2013-01-05,0.18,In Stock
105,Мука ржаная,4520.0,505,Бакалея,Идеально подходит для употребления в чистом виде или в составе различных блюд и напитков.,2006-02-07,2013-01-05,0.18,In Stock
106,Мацони,7269.0,705,Молочные продукты,Отличается хорошей совместимостью с другими продуктами питания.,1991-01-19,2020-03-18,1.91,New
106,Мацони,7269.0,705,Молочные продукты,Отличается хорошей совместимостью с другими продуктами питания.,1991-01-19,2020-03-18,1.91,New
107,Кокосовая вода,5693.0,871,Напитки,"Подходит для использования в диетах, направленных на снижение веса.",1997-02-02,2028-01-14,1.64,Awaiting Payment
107,Кокосовая вода,5693.0,871,Напитки,"Подходит для использования в диетах, направленных на снижение веса.",1997-02-02,2028-01-14,1.64,Awaiting Payment
108,Пакеты для офиса,2465.0,365,Товары для дома,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",2015-01-08,2027-12-15,3.1,Delivered
108,Пакеты для офиса,2465.0,365,Товары для дома,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",2015-01-08,2027-12-15,3.1,Delivered
109,Моющее средство для пола,8397.0,199,Товары для дома,Отличается универсальностью применения в кулинарии и пищевой промышленности.,1990-05-05,1998-01-17,4.8,Sold
109,Моющее средство для пола,8397.0,199,Товары для дома,Отличается универсальностью применения в кулинарии и пищевой промышленности.,1990-05-05,1998-01-17,4.8,Sold
110,Творог,1918.0,379,Молочные продукты,Прошел проверку на соответствие экологическим нормам и стандартам.,2001-01-02,2025-02-13,2.49,New
110,Творог,1918.0,379,Молочные продукты,Прошел проверку на соответствие экологическим нормам и стандартам.,2001-01-02,2025-02-13,2.49,New
111,Яблоко,7405.0,538,Фрукты,"Является источником антиоксидантов, замедляющих процессы старения.",2005-07-21,2030-03-04,4.82,Refunded
111,Яблоко,7405.0,538,Фрукты,"Является источником антиоксидантов, замедляющих процессы старения.",2005-07-21,2030-03-04,4.82,Refunded
112,Куриные бедра,5756.0,329,Мясо,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2006-01-01,2010-11-02,0.17,Awaiting Review
112,Куриные бедра,5756.0,329,Мясо,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2006-01-01,2010-11-02,0.17,Awaiting Review
113,Айран,8486.0,669,Молочные продукты,Отвечает всем современным стандартам качества и безопасности.,2018-01-02,2021-01-27,0.57,Returned
113,Айран,8486.0,669,Молочные продукты,Отвечает всем современным стандартам качества и безопасности.,2018-01-02,2021-01-27,0.57,Returned
114,Какао-порошок,8128.0,741,Бакалея,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",1991-02-13,2014-07-01,4.58,Delivered
114,Какао-порошок,8128.0,741,Бакалея,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",1991-02-13,2014-07-01,4.58,Delivered
115,Тыква,3504.0,156,Овощи,"Отличается высоким содержанием альфа-липоевой кислоты, мощного антиоксиданта.",2010-06-02,2018-05-01,3.96,On Backorder
115,Тыква,3504.0,156,Овощи,"Отличается высоким содержанием альфа-липоевой кислоты, мощного антиоксиданта.",2010-06-02,2018-05-01,3.96,On Backorder
116,Голландский сыр,788.0,779,Молочные продукты,"Помогает поддерживать здоровую кожу, волосы и ногти благодаря содержанию биотина.",1991-02-21,2011-01-08,0.81,Delivered
116,Голландский сыр,788.0,779,Молочные продукты,"Помогает поддерживать здоровую кожу, волосы и ногти благодаря содержанию биотина.",1991-02-21,2011-01-08,0.81,Delivered
117,Пакеты для благотворительного мероприятия,8446.0,526,Товары для дома,Является неотъемлемой частью рациона многих народов мира.,2021-02-20,2027-01-02,3.86,Awaiting Review
117,Пакеты для благотворительного мероприятия,8446.0,526,Товары для дома,Является неотъемлемой частью рациона многих народов мира.,2021-02-20,2027-01-02,3.86,Awaiting Review
118,Пакеты для Дня благодарения,1253.0,809,Товары для дома,Подходит для использования в рационе людей с повышенным давлением.,2004-06-04,2024-01-03,4.89,Returned
118,Пакеты для Дня благодарения,1253.0,809,Товары для дома,Подходит для использования в рационе людей с повышенным давлением.,2004-06-04,2024-01-03,4.89,Returned
119,Груша,3643.0,511,Фрукты,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,2010-06-03,2023-10-01,2.39,Refunded
119,Груша,3643.0,511,Фрукты,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,2010-06-03,2023-10-01,2.39,Refunded
120,Чашки,5993.0,457,Товары для дома,Прошел все необходимые сертификации и соответствует международным стандартам.,1991-07-07,2030-01-01,4.64,Cancelled
120,Чашки,5993.0,457,Товары для дома,Прошел все необходимые сертификации и соответствует международным стандартам.,1991-07-07,2030-01-01,4.64,Cancelled
121,Топлёное молоко,5437.0,790,Молочные продукты,"Имеет низкий гликемический индекс, что делает его безопасным для диабетиков.",1992-01-04,2019-01-16,4.28,Backorder
121,Топлёное молоко,5437.0,790,Молочные продукты,"Имеет низкий гликемический индекс, что делает его безопасным для диабетиков.",1992-01-04,2019-01-16,4.28,Backorder
122,Йогурт,3963.0,11,Молочные продукты,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,2015-05-02,2018-04-03,1.45,Pending
122,Йогурт,3963.0,11,Молочные продукты,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,2015-05-02,2018-04-03,1.45,Pending
123,Кухонные ножи,3398.0,493,Товары для дома,Помогает поддерживать нормальный обмен веществ и метаболизм.,2008-01-07,2009-08-04,1.18,Available for Pickup
123,Кухонные ножи,3398.0,493,Товары для дома,Помогает поддерживать нормальный обмен веществ и метаболизм.,2008-01-07,2009-08-04,1.18,Available for Pickup
124,Одинцовская,3929.0,505,Напитки,"Может использоваться как основа для приготовления домашних йогуртов, сыров и других молочных продуктов.",2014-01-18,2018-05-07,1.62,On Backorder
124,Одинцовская,3929.0,505,Напитки,"Может использоваться как основа для приготовления домашних йогуртов, сыров и других молочных продуктов.",2014-01-18,2018-05-07,1.62,On Backorder
125,Черешня,5183.0,501,Фрукты,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",1990-01-04,2009-01-04,4.05,Delivered
125,Черешня,5183.0,501,Фрукты,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",1990-01-04,2009-01-04,4.05,Delivered
